ID,Gender,State,Zip,Zip3,Weeks Since First Purchase,Weeks Since Last Purchase,Book Purchase ($),Nonbook Purchase($),Total Purchase ($),No. of Purchases,No. of Childbook Purchases,No. of Youthbook Purchases,No. of Cookbook Purchases,No. of Do It Purchases,No. of Referncebook Purchases,No. of Artbook Purchases,No. of Geographybook Purchases,Response
57383,F,MD,20906,209,47,1,103,154,257,9,4,0,1,2,1,1,0,No
33352,M,PA,19083,190,47,1,94,158,252,9,3,2,1,2,0,1,0,No
28246,F,PA,19132,191,41,1,104,147,251,9,3,0,3,1,0,1,1,Yes
22129,M,NJ,7701,77,31,1,112,136,248,9,0,1,1,0,2,2,3,Yes
44166,F,MD,20737,207,19,1,105,128,233,9,1,0,4,0,2,0,2,No
58012,F,CT,6037,60,47,1,103,128,231,9,2,0,3,1,0,1,2,No
56602,F,CT,6069,60,31,1,100,130,230,9,2,0,2,1,1,3,0,Yes
46260,M,PA,18062,180,23,1,100,123,223,9,3,0,2,2,0,1,1,No
27257,F,MA,2167,21,45,1,105,113,218,9,3,0,3,1,0,0,2,No
46756,F,NJ,7660,76,45,1,108,110,218,9,1,0,1,3,1,1,2,No
59073,M,PA,19116,191,51,1,97,120,217,9,5,1,1,0,2,0,0,No
21010,M,NY,11510,115,45,1,98,118,216,9,3,1,2,0,2,0,1,No
17242,F,MA,1915,19,35,1,102,111,213,9,1,2,2,1,1,1,1,No
59132,F,PA,19540,195,29,1,108,101,209,9,4,0,1,1,0,1,2,Yes
14458,M,NJ,8733,87,53,1,90,118,208,9,2,2,4,1,0,0,0,No
41954,M,NJ,8701,87,33,1,110,97,207,9,0,2,1,1,2,1,2,No
33079,F,NY,11377,113,33,1,95,111,206,9,3,1,3,0,1,1,0,No
35228,M,NJ,7013,70,27,1,105,99,204,9,1,0,3,2,0,2,1,No
35810,M,NY,11940,119,47,1,101,103,204,9,3,1,1,1,0,2,1,No
41023,F,MA,2150,21,49,1,101,103,204,9,2,0,2,4,0,1,0,No
58109,F,NJ,7013,70,53,1,101,90,191,9,5,1,0,0,1,2,0,No
18293,F,NJ,7657,76,51,1,104,86,190,9,0,2,3,1,1,0,2,No
29071,F,NJ,8070,80,41,1,96,86,182,9,5,2,0,1,0,1,0,No
57890,F,PA,16242,162,53,1,105,77,182,9,3,0,0,2,2,0,2,No
35159,F,NY,11385,113,29,1,98,83,181,9,4,0,1,2,0,1,1,No
35982,M,NY,14304,143,51,1,107,72,179,9,1,1,0,3,0,3,1,Yes
39723,F,ME,4341,43,21,1,101,71,172,9,2,0,1,3,1,2,0,No
41642,F,NJ,7621,76,39,1,102,70,172,9,2,0,3,1,1,0,2,No
55283,F,NY,11730,117,39,1,101,70,171,9,4,1,2,0,1,0,1,No
49543,M,NY,10589,105,41,1,103,65,168,9,2,0,3,0,2,0,2,No
53962,M,VT,5042,50,19,1,104,64,168,9,1,1,4,1,1,0,1,Yes
41017,F,PA,18015,180,19,1,104,58,162,9,2,1,1,2,1,0,2,No
17769,F,NJ,8055,80,45,1,102,57,159,9,3,0,2,3,0,0,1,No
21612,F,NY,11230,112,55,1,96,63,159,9,3,4,1,0,0,0,1,No
27538,M,MD,20904,209,23,1,99,59,158,9,1,3,3,0,0,0,2,Yes
25650,F,DC,20016,200,53,1,99,56,155,9,2,1,5,0,0,0,1,No
37187,F,NJ,8824,88,29,1,101,51,152,9,1,4,2,0,1,1,0,Yes
34347,M,PA,19029,190,43,1,100,47,147,9,1,2,3,1,0,0,2,No
59666,M,NJ,7083,70,19,1,101,45,146,9,2,1,4,0,0,2,0,No
53851,M,MD,21093,210,43,1,115,28,143,9,0,0,4,1,0,2,2,Yes
44222,F,PA,19135,191,31,1,95,47,142,9,2,1,3,2,0,1,0,No
17415,F,CT,6804,68,43,1,103,36,139,9,5,0,1,1,0,0,2,No
45216,F,NJ,7871,78,49,1,93,44,137,9,3,2,1,2,1,0,0,No
50320,M,NJ,8735,87,49,1,101,36,137,9,2,0,2,2,0,0,3,Yes
57397,F,NJ,8014,80,25,1,86,332,418,8,2,0,3,2,0,1,0,No
59001,F,NY,10462,104,45,1,91,326,417,8,0,3,1,2,1,0,1,No
12111,M,NJ,8210,82,45,1,95,319,414,8,3,1,0,0,0,3,1,Yes
53918,F,MA,2667,26,43,1,91,317,408,8,2,0,1,3,0,0,2,No
30871,F,NY,11580,115,33,1,90,314,404,8,2,2,0,2,0,1,1,No
39696,F,MA,1420,14,37,1,94,310,404,8,0,0,4,2,0,1,1,No
57565,F,CT,6517,65,39,1,88,316,404,8,3,0,3,2,0,0,0,No
59502,F,NY,11421,114,29,1,83,315,398,8,3,2,1,1,0,1,0,No
53577,F,NY,13850,138,33,1,87,310,397,8,3,0,2,2,0,0,1,No
26230,F,NY,11753,117,19,1,95,295,390,8,1,0,2,1,2,1,1,No
31552,M,CT,6902,69,17,1,91,297,388,8,4,0,2,0,1,1,0,Yes
29607,M,PA,19047,190,29,1,92,294,386,8,2,0,1,1,0,3,1,Yes
14550,F,NY,10605,106,39,1,99,286,385,8,2,0,1,0,1,2,2,Yes
30707,F,NY,14059,140,27,1,85,295,380,8,2,1,3,1,0,0,1,No
22214,F,PA,16056,160,37,1,89,284,373,8,2,1,2,1,0,2,0,No
31180,F,PA,18353,183,49,1,90,283,373,8,3,0,1,1,1,2,0,No
47551,F,MA,1719,17,35,1,91,281,372,8,1,0,3,2,1,0,1,No
23018,F,CT,6850,68,23,1,89,278,367,8,3,0,2,1,0,1,1,No
49164,M,MA,2740,27,37,1,88,276,364,8,1,0,4,2,0,1,0,No
51836,F,NJ,8077,80,43,1,91,269,360,8,1,1,2,2,0,1,1,Yes
59808,M,NY,11020,110,39,1,89,266,355,8,4,0,2,1,1,0,0,No
21207,F,PA,18042,180,27,1,87,265,352,8,1,4,1,0,0,1,1,No
52250,F,CT,6794,67,39,1,86,266,352,8,2,2,2,1,0,0,1,No
48224,F,NY,11232,112,21,1,95,256,351,8,1,0,2,1,2,1,1,No
10244,M,PA,19355,193,21,1,93,256,349,8,2,0,1,0,1,3,1,Yes
26196,F,MD,21050,210,23,1,90,255,345,8,3,1,1,0,1,0,2,No
34369,F,NY,11758,117,41,1,92,253,345,8,2,2,1,0,0,1,2,No
35813,M,NJ,7067,70,31,1,89,256,345,8,4,0,2,1,1,0,0,No
58415,F,NJ,7012,70,35,1,88,256,344,8,3,1,2,0,0,0,2,No
45850,F,NY,10583,105,27,1,95,247,342,8,2,0,2,0,2,0,2,No
30823,M,CT,6790,67,43,1,89,249,338,8,2,1,1,1,0,0,3,Yes
29728,F,MD,21234,212,17,1,91,245,336,8,2,1,1,2,0,1,1,No
57466,F,NJ,7701,77,29,1,89,246,335,8,5,0,1,1,0,0,1,No
27970,F,NY,11234,112,35,1,97,232,329,8,1,0,2,0,0,2,3,Yes
19164,F,RI,2906,29,49,1,81,245,326,8,2,2,3,0,1,0,0,No
46623,F,NJ,8021,80,47,1,86,233,319,8,2,0,3,2,0,1,0,No
18133,F,NY,11729,117,33,1,88,230,318,8,3,1,2,0,0,0,2,No
27623,F,DC,20018,200,43,1,93,218,311,8,3,1,1,0,0,0,3,No
21238,F,NY,11730,117,33,1,88,222,310,8,2,0,2,0,3,1,0,No
30350,M,PA,18840,188,35,1,94,214,308,8,0,2,2,2,0,0,2,No
29860,F,PA,17404,174,39,1,93,214,307,8,3,1,0,0,1,1,2,No
45989,F,NY,11566,115,33,1,98,206,304,8,2,0,1,1,0,2,2,Yes
25904,M,NJ,8757,87,27,1,91,209,300,8,3,1,1,0,0,3,0,Yes
38132,F,NJ,7733,77,27,1,93,207,300,8,2,0,1,0,1,3,1,Yes
48010,M,NJ,7506,75,27,1,94,203,297,8,2,1,1,0,1,2,1,Yes
45099,F,PA,19033,190,33,1,97,197,294,8,2,0,2,0,0,2,2,Yes
29717,M,MA,1776,17,35,1,91,196,287,8,1,1,3,0,1,1,1,No
41090,M,NY,11228,112,25,1,92,195,287,8,0,2,3,0,1,1,1,No
29151,F,NJ,7024,70,17,1,90,196,286,8,4,0,2,1,0,1,0,No
54779,M,RI,2864,28,39,1,88,191,279,8,1,1,3,1,1,1,0,No
23360,F,NY,11226,112,33,1,90,187,277,8,1,2,2,1,0,1,1,No
14358,F,NY,11727,117,21,1,91,183,274,8,1,1,2,1,1,2,0,No
23259,M,CT,6786,67,29,1,94,180,274,8,3,0,0,1,1,2,1,Yes
18318,F,NY,10314,103,39,1,94,176,270,8,1,0,2,2,1,1,1,No
15949,F,NY,11706,117,47,1,93,176,269,8,2,0,2,1,1,1,1,No
57670,F,NY,11746,117,21,1,101,158,259,8,0,1,0,4,1,0,2,Yes
10823,F,NJ,8724,87,29,1,91,166,257,8,1,1,2,1,0,0,3,No
34021,M,NJ,7853,78,23,1,87,166,253,8,3,0,3,0,1,0,1,No
56291,M,MD,21228,212,25,1,91,161,252,8,2,0,3,0,0,2,1,Yes
30251,F,NH,3087,30,19,1,85,161,246,8,1,1,4,1,1,0,0,No
40566,M,NJ,8741,87,23,1,98,139,237,8,2,0,0,2,1,1,2,Yes
54751,F,NY,10009,100,49,1,91,146,237,8,0,2,3,1,0,1,1,No
48249,F,PA,17011,170,43,1,99,136,235,8,1,0,2,0,1,2,2,No
51157,M,NY,10706,107,19,1,90,141,231,8,2,1,2,0,2,0,1,No
10756,M,NJ,7110,71,23,1,86,142,228,8,1,1,4,1,0,1,0,No
49757,F,PA,17201,172,35,1,99,129,228,8,0,1,1,0,2,1,3,Yes
30353,M,PA,17543,175,29,1,97,128,225,8,2,0,1,1,1,1,2,Yes
16682,F,MD,21047,210,25,1,91,130,221,8,3,1,0,1,0,2,1,No
27070,F,CT,6770,67,33,1,92,122,214,8,1,2,1,0,0,1,3,Yes
20234,F,RI,2842,28,39,1,90,123,213,8,2,0,3,0,1,1,1,No
32472,M,MD,20782,207,19,1,88,123,211,8,2,1,0,3,0,2,0,Yes
45992,F,PA,19380,193,45,1,88,123,211,8,4,0,3,0,1,0,0,No
21832,F,DE,19953,199,33,1,92,117,209,8,1,0,3,3,1,0,0,No
37282,F,NY,12065,120,47,1,89,118,207,8,2,0,3,0,2,0,1,No
59183,F,MD,21122,211,25,1,89,118,207,8,1,1,2,2,1,1,0,No
10909,F,NJ,7052,70,47,1,91,113,204,8,5,0,0,1,0,2,0,No
44046,F,NH,3079,30,19,1,85,117,202,8,2,0,2,3,1,0,0,No
43747,M,NH,3868,38,47,1,96,105,201,8,1,0,1,2,0,1,3,No
10916,F,DE,19707,197,45,1,89,111,200,8,2,0,3,1,0,1,1,No
30810,M,NJ,8817,88,27,1,93,104,197,8,2,1,0,1,2,2,0,Yes
30355,M,NY,14081,140,31,1,88,102,190,8,2,2,1,1,1,0,1,No
14588,F,MD,21236,212,17,1,87,100,187,8,3,0,2,2,0,0,1,No
14748,F,NY,11566,115,43,1,81,106,187,8,3,1,3,1,0,0,0,No
25340,F,NJ,8012,80,17,1,96,91,187,8,0,2,1,0,1,1,3,Yes
41254,F,NJ,8033,80,47,1,84,87,171,8,2,2,2,1,1,0,0,No
25383,F,RI,2882,28,31,1,99,70,169,8,1,0,2,0,1,2,2,Yes
36036,F,PA,16101,161,39,1,92,77,169,8,2,1,2,0,1,0,2,No
51599,F,MA,2766,27,43,1,92,71,163,8,2,1,2,0,1,0,2,No
37158,F,NJ,7748,77,35,1,92,70,162,8,1,1,3,0,0,2,1,No
35921,F,PA,19355,193,25,1,92,69,161,8,1,1,3,0,0,2,1,Yes
24689,M,NJ,8028,80,45,1,99,55,154,8,0,0,1,3,2,0,2,No
15759,F,MA,1376,13,47,1,88,56,144,8,3,2,0,0,1,1,1,No
19860,F,NY,10704,107,21,1,91,52,143,8,1,2,1,2,0,1,1,No
46454,M,NY,11598,115,37,1,92,47,139,8,1,0,3,2,0,1,1,No
20748,F,NJ,7660,76,27,1,90,41,131,8,1,1,3,0,2,0,1,No
14432,F,PA,15131,151,37,1,95,35,130,8,1,0,1,2,2,1,1,No
34367,M,NY,10552,105,37,1,87,43,130,8,2,1,2,2,0,1,0,No
23137,F,CT,6497,64,45,1,95,34,129,8,1,0,2,1,0,1,3,Yes
18951,F,PA,15923,159,47,1,89,35,124,8,3,1,0,1,1,2,0,No
18613,F,NY,11514,115,43,1,106,14,120,8,0,0,1,1,0,1,5,No
35735,F,MD,21227,212,19,1,75,323,398,7,2,0,4,0,0,0,1,Yes
19088,F,NY,11050,110,25,1,83,310,393,7,2,0,2,0,0,2,1,No
15191,M,NY,10312,103,43,1,82,302,384,7,0,1,1,3,0,2,0,Yes
57760,M,NJ,8096,80,33,1,74,304,378,7,4,1,0,0,1,0,1,Yes
54377,F,NY,11364,113,33,1,79,298,377,7,1,1,2,1,1,0,1,No
53940,F,NJ,8757,87,23,1,81,290,371,7,2,1,0,1,1,2,0,No
40926,F,NY,13207,132,39,1,79,287,366,7,3,0,1,0,2,0,1,No
51591,F,NY,10801,108,21,1,85,276,361,7,0,3,0,0,2,0,2,No
14860,F,ME,4074,40,29,1,80,277,357,7,1,0,2,2,1,1,0,No
53927,F,NY,13045,130,25,1,85,270,355,7,0,1,2,1,0,2,1,Yes
55046,F,MA,1969,19,37,1,84,271,355,7,2,0,2,0,0,1,2,No
55284,F,NJ,8857,88,19,1,79,269,348,7,2,0,2,1,1,1,0,No
52288,M,PA,18512,185,27,1,79,265,344,7,0,2,3,0,1,0,1,No
57464,F,NY,11566,115,29,1,78,263,341,7,3,1,1,0,0,0,2,No
15151,F,RI,2860,28,19,1,84,256,340,7,2,0,2,0,0,1,2,No
28625,M,NY,10704,107,17,1,84,254,338,7,0,0,2,3,0,1,1,No
26053,F,NJ,7047,70,33,1,84,253,337,7,1,0,4,0,1,0,1,No
21050,M,PA,18966,189,25,1,80,254,334,7,0,1,5,1,0,0,0,No
21755,F,NJ,7646,76,39,1,79,253,332,7,2,2,1,0,0,0,2,No
51221,F,NJ,8610,86,35,1,73,259,332,7,2,0,2,3,0,0,0,No
51770,F,ME,4901,49,21,1,74,255,329,7,3,1,2,0,0,0,1,No
53287,F,NY,11364,113,23,1,83,242,325,7,2,1,0,1,1,0,2,No
19162,F,PA,19401,194,33,1,77,244,321,7,2,2,1,0,0,2,0,No
42080,M,CT,6118,61,19,1,80,240,320,7,1,1,2,1,0,1,1,No
25100,M,NY,10128,101,35,1,72,243,315,7,3,1,2,0,1,0,0,No
58426,M,NJ,7059,70,37,1,82,228,310,7,1,0,1,2,1,2,0,No
51018,F,NY,10583,105,21,1,77,226,303,7,1,1,3,0,1,1,0,No
36265,F,NH,3755,37,15,1,76,224,300,7,2,1,1,2,1,0,0,No
14551,F,PA,15213,152,35,1,80,217,297,7,2,0,2,1,1,0,1,No
35427,M,MD,20854,208,43,1,81,214,295,7,2,1,1,0,1,1,1,No
58116,F,NY,11530,115,19,1,79,212,291,7,2,0,2,1,1,1,0,No
58303,F,NJ,8332,83,39,1,82,208,290,7,2,0,2,0,1,1,1,No
18396,F,MA,2155,21,41,1,77,210,287,7,1,1,2,2,0,1,0,No
23771,F,NJ,8629,86,23,1,83,204,287,7,1,1,2,0,0,1,2,No
56199,F,NJ,7734,77,39,1,75,210,285,7,1,1,4,0,0,1,0,No
41529,F,MD,21028,210,17,1,84,195,279,7,2,0,2,0,0,1,2,No
49486,F,NJ,7662,76,39,1,82,190,272,7,1,1,1,0,1,0,3,Yes
27341,M,PA,19038,190,25,1,77,188,265,7,1,1,5,0,0,0,0,No
10936,F,CT,6489,64,33,1,80,177,257,7,0,1,3,2,0,0,1,No
38391,M,PA,19118,191,17,1,78,179,257,7,2,0,3,0,0,1,1,No
40707,M,PA,19008,190,21,1,87,169,256,7,0,0,5,0,0,1,1,No
49201,M,NY,12077,120,33,1,81,170,251,7,3,1,0,0,0,1,2,Yes
59905,F,NH,3842,38,31,1,80,166,246,7,3,0,1,0,1,1,1,No
34632,F,NY,10310,103,21,1,89,155,244,7,0,0,1,0,2,3,1,Yes
10963,M,MA,2159,21,39,1,79,164,243,7,3,0,2,0,0,0,2,No
54221,F,PA,19142,191,31,1,88,153,241,7,0,0,2,1,2,0,2,No
43012,M,NJ,7032,70,17,1,79,157,236,7,1,0,1,3,2,0,0,No
47173,M,NY,11572,115,19,1,81,152,233,7,1,0,1,2,0,3,0,Yes
46246,F,NY,11040,110,37,1,80,150,230,7,5,0,0,0,1,0,1,No
57138,F,MA,1902,19,27,1,76,154,230,7,3,0,1,1,2,0,0,No
12396,F,PA,19464,194,17,1,88,141,229,7,0,0,1,1,1,3,1,Yes
57247,F,PA,19036,190,25,1,84,140,224,7,1,0,2,0,2,1,1,No
57188,F,PA,19114,191,27,1,72,149,221,7,2,0,4,1,0,0,0,No
58813,F,PA,19115,191,27,1,80,136,216,7,2,1,2,0,0,0,2,No
21230,F,NY,11501,115,17,1,78,137,215,7,1,1,1,2,1,1,0,No
10538,F,PA,19380,193,25,1,85,123,208,7,1,0,2,1,0,1,2,No
51575,F,PA,17857,178,17,1,80,126,206,7,2,1,1,0,1,2,0,No
58490,F,NY,11951,119,35,1,78,120,198,7,4,0,0,0,1,1,1,No
47809,M,NY,10549,105,37,1,85,103,188,7,1,0,2,1,0,1,2,Yes
31308,F,NJ,8260,82,21,1,80,101,181,7,2,0,2,1,0,2,0,No
14120,F,NY,11362,113,37,1,79,101,180,7,2,0,2,1,1,1,0,No
54304,F,NY,11581,115,41,1,82,96,178,7,0,2,2,1,0,1,1,No
32208,F,MD,20747,207,15,1,84,92,176,7,0,1,2,1,1,1,1,No
37270,F,MD,21208,212,25,1,82,90,172,7,0,1,2,1,2,1,0,No
20061,F,NY,13212,132,37,1,88,83,171,7,0,0,1,1,1,3,1,Yes
31024,F,NH,3846,38,17,1,81,90,171,7,2,1,1,0,1,1,1,No
54476,F,NJ,8083,80,19,1,75,88,163,7,3,2,0,0,0,2,0,Yes
50923,F,NJ,8759,87,43,1,81,81,162,7,1,0,2,2,1,0,1,No
24050,F,NJ,7008,70,21,1,78,73,151,7,1,1,3,0,1,0,1,No
33695,F,NY,10533,105,41,1,82,66,148,7,2,0,0,1,1,0,3,Yes
55656,M,NJ,7860,78,31,1,88,59,147,7,0,0,1,1,1,3,1,Yes
35210,F,PA,18011,180,39,1,82,63,145,7,1,1,0,1,1,1,2,No
58176,F,NY,11563,115,21,1,78,66,144,7,3,1,1,0,0,0,2,No
52369,F,NJ,7028,70,33,1,79,62,141,7,2,1,2,0,0,1,1,No
25082,F,PA,17046,170,43,1,81,58,139,7,1,2,0,0,1,0,3,No
56184,F,NY,11757,117,15,1,78,60,138,7,0,1,3,2,1,0,0,No
45858,F,MA,2167,21,21,1,83,49,132,7,2,0,1,1,1,1,1,No
46691,F,NY,13035,130,19,1,76,49,125,7,0,2,3,1,1,0,0,No
12832,F,NJ,8820,88,17,1,79,35,114,7,1,1,1,1,2,0,1,Yes
52789,F,PA,17067,170,17,1,72,38,110,7,3,1,1,2,0,0,0,No
52226,F,NJ,7960,79,29,1,84,25,109,7,0,1,1,2,1,1,1,No
25460,M,NY,10589,105,21,1,67,318,385,6,1,1,1,2,0,0,1,No
28312,F,NY,10012,100,35,1,65,319,384,6,2,1,2,0,0,1,0,No
35265,M,PA,19126,191,15,1,68,311,379,6,2,0,2,1,0,0,1,No
14992,F,PA,18018,180,31,1,73,304,377,6,0,1,2,0,1,1,1,No
10870,M,CT,6840,68,25,1,75,290,365,6,0,0,1,4,0,1,0,No
20749,F,PA,18042,180,19,1,65,297,362,6,2,2,1,0,0,0,1,No
46007,F,NY,10306,103,19,1,73,284,357,6,1,0,2,0,1,0,2,No
30653,M,NJ,7834,78,19,1,72,282,354,6,2,0,1,1,0,0,2,No
39372,F,MD,21144,211,35,1,64,288,352,6,2,0,3,0,0,1,0,No
44733,F,MA,2144,21,25,1,63,285,348,6,3,1,1,0,0,1,0,No
55021,M,PA,15442,154,37,1,68,275,343,6,3,0,1,0,0,1,1,No
55865,M,NJ,8619,86,27,1,70,273,343,6,1,0,1,1,0,3,0,No
59597,M,NY,11570,115,27,1,65,270,335,6,1,1,1,2,1,0,0,No
55632,M,PA,19116,191,25,1,67,267,334,6,2,0,2,1,0,1,0,Yes
11806,M,NY,11946,119,15,1,74,259,333,6,0,1,1,0,1,0,3,Yes
44051,M,PA,19047,190,15,1,63,267,330,6,2,1,2,1,0,0,0,No
47571,F,NJ,8225,82,17,1,66,264,330,6,1,1,3,0,0,0,1,No
20461,M,CT,6497,64,21,1,70,259,329,6,0,1,2,2,0,0,1,No
20136,F,NJ,7046,70,25,1,68,259,327,6,3,0,1,0,0,1,1,No
48662,M,PA,19454,194,35,1,67,258,325,6,1,1,2,1,0,0,1,No
23742,M,NY,11795,117,35,1,72,243,315,6,2,0,1,1,0,0,2,No
48279,F,NJ,7036,70,35,1,68,246,314,6,1,1,1,0,0,3,0,No
24563,M,CT,6114,61,15,1,66,246,312,6,1,1,2,1,0,1,0,No
46690,M,NY,11754,117,15,1,70,242,312,6,0,1,1,2,1,1,0,No
53069,M,NY,10465,104,35,1,73,231,304,6,0,1,4,0,0,0,1,No
10737,M,MA,2148,21,29,1,67,233,300,6,2,0,2,1,0,1,0,No
55776,M,PA,19083,190,33,1,67,227,294,6,2,0,2,1,0,1,0,No
26125,F,NY,11372,113,13,1,71,222,293,6,1,2,0,0,1,1,1,Yes
38895,F,PA,19154,191,17,1,77,214,291,6,0,1,0,0,1,1,3,Yes
52569,M,PA,15213,152,33,1,71,218,289,6,2,0,0,2,1,0,1,No
36722,F,PA,19380,193,29,1,72,216,288,6,1,0,4,0,0,0,1,No
58362,M,MA,2090,20,15,1,75,208,283,6,0,0,1,2,1,1,1,Yes
17260,F,NY,10028,100,17,1,70,209,279,6,3,0,0,0,1,1,1,No
28626,M,PA,15213,152,25,1,70,208,278,6,1,0,3,0,0,1,1,Yes
12982,M,MD,21207,212,17,1,67,201,268,6,1,2,0,2,0,1,0,No
43301,M,PA,17011,170,15,1,66,200,266,6,2,0,2,1,1,0,0,No
38348,F,RI,2878,28,21,1,65,200,265,6,1,1,3,0,0,1,0,No
44966,M,PA,17540,175,25,1,73,188,261,6,1,0,2,0,0,2,1,Yes
27110,M,MD,20853,208,35,1,70,187,257,6,1,1,1,1,1,1,0,No
28795,F,MA,2171,21,27,1,75,182,257,6,1,0,0,0,3,0,2,No
48689,M,NY,12550,125,17,1,70,187,257,6,2,1,0,0,1,2,0,Yes
28245,F,MD,21061,210,29,1,60,192,252,6,3,1,2,0,0,0,0,No
33565,M,MD,20706,207,31,1,62,187,249,6,2,0,3,1,0,0,0,No
24139,M,NJ,7657,76,17,1,69,172,241,6,2,0,1,1,1,1,0,No
15000,F,NY,11364,113,27,1,68,172,240,6,1,2,1,0,1,0,1,No
58297,F,MA,2639,26,19,1,74,162,236,6,2,0,1,0,0,1,2,No
34522,F,PA,15601,156,29,1,69,163,232,6,1,0,3,0,1,0,1,No
27293,F,NY,10465,104,37,1,66,165,231,6,3,0,3,0,0,0,0,No
54881,F,MD,20814,208,15,1,74,156,230,6,1,0,2,0,0,1,2,No
47622,M,NY,11004,110,19,1,68,161,229,6,1,0,3,1,0,0,1,No
26323,F,PA,19120,191,35,1,71,152,223,6,3,0,0,0,0,2,1,Yes
27704,F,NJ,7013,70,29,1,63,158,221,6,3,1,1,0,0,1,0,No
17784,M,NY,13790,137,15,1,69,146,215,6,1,0,2,2,0,0,1,Yes
15859,M,NJ,7024,70,17,1,64,146,210,6,3,0,1,1,1,0,0,No
58728,F,CT,6812,68,15,1,71,134,205,6,2,0,2,0,0,0,2,No
39344,M,PA,19403,194,25,1,64,140,204,6,1,1,3,0,1,0,0,No
51891,M,MD,21084,210,15,1,67,137,204,6,1,0,3,1,0,1,0,No
16938,M,NY,10965,109,27,1,77,125,202,6,0,0,2,1,0,1,2,No
10452,F,RI,2837,28,37,1,65,132,197,6,1,1,3,0,0,1,0,No
11120,M,PA,19125,191,31,1,70,126,196,6,0,1,2,2,0,0,1,No
50060,F,CT,6477,64,27,1,73,123,196,6,1,0,2,0,0,2,1,No
18394,M,NY,10901,109,25,1,69,126,195,6,1,2,1,0,0,1,1,No
22580,M,NY,11229,112,17,1,67,127,194,6,2,0,2,1,0,1,0,No
25374,F,NJ,8210,82,15,1,66,125,191,6,1,2,2,0,0,0,1,No
45559,M,NJ,7621,76,25,1,70,121,191,6,1,0,2,0,2,1,0,Yes
50801,M,NJ,7024,70,29,1,72,118,190,6,2,0,0,2,0,1,1,Yes
51598,M,PA,15632,156,27,1,72,113,185,6,0,1,1,1,0,2,1,Yes
49613,F,NJ,7843,78,19,1,61,120,181,6,1,3,2,0,0,0,0,No
48811,F,NJ,8501,85,33,1,72,107,179,6,4,0,0,0,0,2,0,No
24388,M,NY,11218,112,29,1,68,109,177,6,1,1,2,0,0,2,0,No
53887,F,NJ,7748,77,15,1,67,110,177,6,2,1,1,0,1,1,0,No
19787,M,PA,18974,189,25,1,73,97,170,6,1,2,0,0,0,1,2,Yes
36630,M,CT,6430,64,33,1,75,93,168,6,1,0,0,2,0,1,2,No
18194,M,MD,20814,208,19,1,74,90,164,6,0,0,3,1,0,0,2,No
38031,F,NY,10705,107,15,1,63,99,162,6,3,1,1,0,0,1,0,Yes
53751,F,NJ,8203,82,27,1,69,92,161,6,3,0,0,0,1,2,0,Yes
55108,F,MA,2563,25,29,1,73,88,161,6,0,0,3,0,1,2,0,No
24067,M,CT,6810,68,17,1,75,84,159,6,1,0,1,1,1,1,1,Yes
51658,F,MD,21133,211,13,1,71,88,159,6,2,0,2,0,0,0,2,Yes
27443,F,MA,2174,21,15,1,67,89,156,6,3,0,1,0,1,0,1,No
54174,M,MD,21032,210,25,1,76,80,156,6,0,0,2,1,1,0,2,No
53738,M,PA,18042,180,33,1,77,77,154,6,0,0,1,2,0,1,2,No
23768,M,PA,15367,153,19,1,69,84,153,6,0,1,2,2,0,1,0,No
15864,M,NJ,7922,79,37,1,70,81,151,6,1,1,1,1,1,1,0,No
23817,M,NY,11934,119,27,1,72,74,146,6,0,0,3,1,1,0,1,No
16181,M,NY,10954,109,23,1,73,66,139,6,1,0,0,1,2,1,1,No
45928,M,PA,19103,191,19,1,74,59,133,6,0,0,1,1,2,2,0,Yes
56425,M,CT,6450,64,25,1,73,59,132,6,1,0,0,3,0,0,2,No
16832,M,NJ,7932,79,27,1,71,56,127,6,1,2,0,1,0,0,2,No
26541,M,NY,14624,146,29,1,68,59,127,6,2,1,0,2,0,0,1,No
15652,M,NJ,7001,70,33,1,70,56,126,6,2,0,0,2,1,1,0,Yes
25305,F,NH,3887,38,29,1,72,46,118,6,1,0,2,0,1,1,1,Yes
45201,F,CT,6517,65,31,1,73,43,116,6,1,1,0,0,0,1,3,Yes
35311,M,PA,15212,152,27,1,72,34,106,6,2,0,1,1,0,0,2,No
40629,F,CT,6069,60,13,1,64,39,103,6,2,0,3,0,0,1,0,No
54022,F,NJ,7205,72,33,1,68,35,103,6,1,1,2,0,1,0,1,No
28225,F,NY,14572,145,15,1,66,36,102,6,2,1,2,0,0,0,1,No
44815,M,NY,10605,106,25,1,74,28,102,6,1,0,0,2,0,2,1,Yes
41883,M,ME,4901,49,27,1,68,30,98,6,2,0,2,1,0,0,1,No
16758,M,NY,11783,117,23,1,67,27,94,6,1,1,2,1,0,0,1,Yes
42935,F,NY,10011,100,19,1,71,21,92,6,1,0,4,0,0,1,0,No
43870,M,MD,21225,212,37,1,72,20,92,6,1,0,4,0,0,0,1,No
16304,M,NY,10604,106,27,1,70,21,91,6,1,0,1,1,1,0,2,No
46734,M,DE,19803,198,21,1,66,24,90,6,3,0,0,1,2,0,0,No
42514,M,VA,20164,201,17,1,60,313,373,5,0,0,3,1,0,0,1,No
14783,M,NJ,7871,78,31,1,60,306,366,5,0,0,2,2,0,1,0,No
